詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
,附錄,南瑤宮,Lâm-iâu-kiong,廟宇
,附錄,指南宮,Tsí-lâm-kiong,廟宇
,附錄,昭應宮,Tsiau-ìng-kiong,廟宇
,附錄,恩主公廟,Un-tsú-kong-biō,廟宇
,附錄,祖師廟,Tsóo-su-biō,廟宇
,附錄,清水巖,Tshing-tsuí-giâm,廟宇
,附錄,都城隍廟,Too-sîng-hông-biō,廟宇
,附錄,惠濟宮,Huī-tsè-kiong,廟宇
,附錄,景福宮,Kíng-hok-kiong,廟宇
,附錄,朝天宮,Tiâu-thian-kiong,廟宇
,附錄,開元寺,Khai-guân-sī,廟宇
,附錄,開化寺,Khai-huà-sī,廟宇
,附錄,集應廟,Tsi̍p-ìng-biō,廟宇
,附錄,媽祖宮,Má-tsóo-king,廟宇
,附錄,媽祖廟,Má-tsóo-biō,廟宇
,附錄,慈天宮,Tsû-thian-kiong,廟宇
,附錄,慈濟宮,Tsû-tsè-kiong,廟宇
,附錄,義民廟,Gī-bîn-biō,廟宇
,附錄,萬和宮,Bān-hô-kiong,廟宇
,附錄,福佑宮,Hok-iū-kiong,廟宇
,附錄,碧霞宮,Phik-hâ-kiong,廟宇
,附錄,德化堂,Tik-huà-tn̂g,廟宇
,附錄,廣福宮,Kóng-hok-kiong,廟宇
,附錄,慶安宮,Khìng-an-kiong,廟宇
,附錄,褒忠亭,Po-tiong-tîng,廟宇
,附錄,鄧公廟,Tīng-kong-biō,廟宇
,附錄,鄭氏家廟,Tēnn--sī Ka-biō,廟宇
,附錄,龍山寺,Liông-san-sī,廟宇
,附錄,總趕宮,Tsóng-á-king,廟宇
,附錄,齋明寺,Tsai-bîng-sī,廟宇
,附錄,鎮瀾宮,Tìn-lân-kiong,廟宇
,附錄,懷忠祠,Huâi-tiong-sī,廟宇
,附錄,關渡宮,Kan-tāu-king,廟宇
,附錄,觀音寺,Kuan-im-sī,廟宇
,附錄,二八水,Jī-pat-tsuí,舊地名
,附錄,二竹圍,Jī-tik-uî,舊地名
,附錄,八里坌,Pat-lí-hun,舊地名
,附錄,九芎林,Kiú-kiong-nâ,舊地名
,附錄,七股寮,Tshit-kóo-liâu,舊地名
,附錄,八芝蘭,Pat-tsi-lân,舊地名
,附錄,二崙仔,Jī-lūn-á,舊地名
,附錄,九塊厝,Káu-tè-tshù,舊地名
,附錄,八塊厝,Peh-tè-tshù,舊地名
,附錄,三叉河,Sam-tshe-hô,舊地名
,附錄,山仔頂,Suann-á-tíng,舊地名
,附錄,山仔跤,Suann-á-kha,舊地名
,附錄,大目降,Tuā-ba̍k-kàng,舊地名
,附錄,大安,Tāi-an,舊地名
,附錄,大庄,Tuā-tsng,舊地名
,附錄,山地門,Suann-tē-mn̂g,舊地名
,附錄,大里杙,Tāi-lí-khi̍t,舊地名
,附錄,三角店,Sann-kak-tiàm,舊地名
,附錄,三角湧,Sann-kak-íng,舊地名
,附錄,大佳臘,Tuā-ka-la̍h,舊地名
,附錄,大坵園,Tuā-khu-hn̂g,舊地名
,附錄,下林仔,Ē-nâ-á,舊地名
,附錄,大社,Tuā-siā,舊地名
,附錄,三重埔,Sann-tîng-poo,舊地名
,附錄,大埔心,Tuā-poo-sim,舊地名
,附錄,大埔林,Tuā-poo-nâ,舊地名
,附錄,下埤頭,Ē-pi-thâu,舊地名
,附錄,大嵙崁,Tuā-khoo-khàm,舊地名
,附錄,大嵙陷,Tuā-khoo-hām,舊地名
,附錄,大湖,Tuā-ôo,舊地名
,附錄,大湖口,Tuā-ôo-kháu,舊地名
,附錄,大隘,Tuā-ài,舊地名
,附錄,大樹跤,Tuā-tshiū-kha,舊地名
,附錄,大龍泵,Tuā-lông-pōng,舊地名
,附錄,大嶼,Tuā-sū,舊地名
,附錄,大壩仔,Tuā-pà-á,舊地名
,附錄,五叉水路,Gōo-tshe-tsuí-lōo,舊地名
,附錄,五股坑,Gōo-kóo-khenn/Gōo-kóo-khinn,舊地名
,附錄,五城堡,Gōo-siânn-pó,舊地名
,附錄,內埔,Lāi-poo,舊地名
,附錄,公埔,Kong-poo,舊地名
,附錄,六根莊,La̍k-kin-tsng,舊地名
,附錄,元掌,Guân-tsióng,舊地名
,附錄,五間厝,Gōo-king-tshù,舊地名
,附錄,六跤佃莊,La̍k-kha-tiān-tsng,舊地名
,附錄,六龜里社,La̍k-ku-lí-siā,舊地名
,附錄,斗六門,Táu-la̍k-mn̂g,舊地名
,附錄,木瓜村,Bo̍k-kue-tshuan,舊地名
,附錄,水尾,Tsuí-bué/Tsuí-bé,舊地名
,附錄,水返腳,Tsuí-tńg-kha,舊地名
,附錄,月津港,Gua̍t-tin-káng,舊地名
,附錄,月眉,Gue̍h-bâi/Ge̍h-bâi,舊地名
,附錄,水堀頭,Tsuí-khut-thâu,舊地名
,附錄,水裡坑,Tsuí-lí-khenn,舊地名
,附錄,水燦林,Tsuí-tshàn-nâ,舊地名
,附錄,巴壟衛,Pa-lóng-ué,舊地名
,附錄,火山巖,Hué-suann-giâm,舊地名
,附錄,牛罵頭,Gû-mâ-thâu,舊地名
,附錄,火燒島,Hué-sio-tó,舊地名
,附錄,他里霧,Ta-lí-bū,舊地名
,附錄,冬瓜山,Tang-kue-suann,舊地名
,附錄,加走灣,Ka-tsáu-uan,舊地名
,附錄,北門嶼,Pak-mn̂g-sū,舊地名
,附錄,臺南府,Tâi-lâm-hú,舊地名
,附錄,凹浪,Āu-lâng,舊地名
,附錄,四湖,Sì-ôo,舊地名
,附錄,半路竹,Puànn-lōo-tik,舊地名
,附錄,半路店,Puànn-lōo-tiàm,舊地名
,附錄,半線,Puànn-suànn,舊地名
,附錄,民壯圍,Bîn-tsòng-uî,舊地名
,附錄,打狗,Tá-káu,舊地名
,附錄,打馬武窟,Tánn-má-bú-khut,舊地名
,附錄,布袋喙,Pòo-tē-tshuì,舊地名
,附錄,平湖,Pînn-ôo,舊地名
,附錄,打貓,Tánn-niau,舊地名
,附錄,田中央,Tshân-tiong-ng,舊地名
,附錄,目加溜,Ba̍k-ka-liu,舊地名
,附錄,石硿仔,Tsio̍h-kńg-á,舊地名
,附錄,石觀音,Tsio̍h-kuan-im,舊地名
,附錄,吉野,Kiat-iá,舊地名
,附錄,尖山,Tsiam-suann,舊地名
,附錄,安平鎮,An-pîng-tìn,舊地名
,附錄,朴仔跤,Phoh-á-kha,舊地名
,附錄,竹塹,Tik-tshàm,舊地名
,附錄,竹頭崎,Tik-thâu-kiā,舊地名
,附錄,老懂,Lōo-tóng,舊地名
,附錄,西港仔,Sai-káng-á,舊地名
,附錄,吧哩嘓,Pa-lí-kok,舊地名
,附錄,吞霄,Thun-siau,舊地名
,附錄,沙轆,Sua-lak,舊地名
,附錄,牡丹坑,Bóo-tan-khenn,舊地名
,附錄,牡丹社,Bóo-tan-siā,舊地名
,附錄,豆仔埔,Tāu-á-poo,舊地名
,附錄,角板山,Kak-pán-suann,舊地名
,附錄,赤崁,Tshiah-khàm,舊地名
,附錄,𥴊仔賴,Kám-á-luā,舊地名
,附錄,來社,Lâi-siā,舊地名
,附錄,卑南,Pi-lâm,舊地名
,附錄,和尚洲,Huê-siūnn-tsiu,舊地名
,附錄,坪林尾,Pînn-nâ-bé,舊地名
,附錄,奇武卒,Kî-bú-tsut,舊地名
,附錄,店仔口,Tiàm-á-kháu,舊地名
,附錄,官佃,Kuann-tiān,舊地名
,附錄,承天府,Sîng-thian-hú,舊地名
,附錄,林仔邊,Nâ-á-pinn,舊地名
,附錄,林杞埔,Lîm-kí-poo,舊地名
,附錄,東勢角,Tang-sì-kak,舊地名
,附錄,東勢厝,Tang-sì-tshù,舊地名
,附錄,枋橋頭,Pang-kiô-thâu,舊地名
,附錄,武士林,Bú-sū-nâ,舊地名
,附錄,武溜灣,Bú-liu-uan,舊地名
,附錄,直加弄,Ti̍t-ka-lòng,舊地名
,附錄,羌仔寮,Kiunn-á-liâu,舊地名
,附錄,芝蘭三堡,Tsi-lân-sam-pó,舊地名
,附錄,阿公店,A-kong-tiàm,舊地名
,附錄,金包里,Kim-pau-lí,舊地名
,附錄,阿里港,A-lí-káng,舊地名
,附錄,阿里壟,A-lí-lóng,舊地名
,附錄,阿里關,A-lí-kuan,舊地名
,附錄,金崙,Kim-lun,舊地名
,附錄,阿猴,A-kâu,舊地名
,附錄,阿罩霧,A-tà-bū,舊地名
,附錄,阿嗹社,A-lian-siā,舊地名
,附錄,南莊,Lâm-tsng,舊地名
,附錄,前溝尾,Tsîng-kau-bué,舊地名
,附錄,哈馬星,Há-má-sing,舊地名
,附錄,哆囉滿,To-lô-buán,舊地名
,附錄,後壁厝,Āu-piah-tshù,舊地名
,附錄,後壟,Āu-lâng,舊地名
,附錄,查畝營,Tsa-bóo-iânn,舊地名
,附錄,洄瀾,Huê-liân,舊地名
,附錄,玲珞社,Lîn-lo̍k-siā,舊地名
,附錄,竿(菅)蓁林,Kuann-tsin-nâ,舊地名
,附錄,紅毛田,Âng-môo-tshân,舊地名
,附錄,紅毛港,Âng-mn̂g-káng,舊地名
,附錄,紅瓦厝仔,Âng-hiā-tshù-á,舊地名
,附錄,紅頭嶼,Âng-thâu-sū,舊地名
,附錄,苓仔寮、能雅寮,Lîng-á-liâu,舊地名
,附錄,茄拔,Ka-pua̍t,舊地名
,附錄,茄苳萣仔,Ka-tang-tiānn-á,舊地名
,附錄,茄苳跤,Ka-tang-kha,舊地名
,附錄,茄苳跤,Ka-tang-kha,舊地名
,附錄,風櫃,Hong-kuī,舊地名
,附錄,埔姜崙,Poo-kiunn-lūn,舊地名
,附錄,埔姜頭,Poo-kiunn-thâu,舊地名
,附錄,崁仔跤,Khàm-á-kha,舊地名
,附錄,桃仔園,Thô-á-hn̂g,舊地名
,附錄,柴城,Tshâ-siânn,舊地名
,附錄,海口,Hái-kháu,舊地名
,附錄,海墘營,Hái-kînn-iânn,舊地名
,附錄,畚箕港,Pùn-ki-káng,舊地名
,附錄,新廣,Sin-kóng,舊地名
,附錄,草山,Tsháu-suann,舊地名
,附錄,臭水,Tshàu-tsuí,舊地名
,附錄,臭水庄,Tshàu-tsuí-tsng,舊地名
,附錄,草鞋墩,Tsháu-ê-tun,舊地名
,附錄,蚊蟀,Báng-sut,舊地名
,附錄,馬大安,Má-tāi-an,舊地名
,附錄,馬里勿,Má-lí-bu̍t,舊地名
,附錄,高樹跤,Ko-tshiū-kha,舊地名
,附錄,乾溪,Ta-khe,舊地名
,附錄,唭哩岸,Kì-lí-gān,舊地名
,附錄,國姓埔,Kok-sìng-poo,舊地名
,附錄,將軍莊,Tsiong-kun-tsng,舊地名
,附錄,崩山,Pang-suann,舊地名
,附錄,庵古坑,Am-kóo-khenn,舊地名
,附錄,梅仔坑,Muê-á-khenn,舊地名
,附錄,犁頭店,Lê-thâu-tiàm,舊地名
,附錄,笨港,Pùn-káng,舊地名
,附錄,鹿仔草庄,Lo̍k-á-tsháu-tsng,舊地名
,附錄,鹿仔港,Lo̍k-á-káng,舊地名
,附錄,麻里折口,Bâ-lí-tsik-kháu,舊地名
,附錄,鳥松跤,Tsiáu-tshîng-kha,舊地名
,附錄,麻荖漏,Muâ-láu-lāu,舊地名
,附錄,鹿麻產,Lo̍k-muâ-sán,舊地名
,附錄,麻園寮,Muâ-hn̂g-liâu,舊地名
,附錄,鹿寮,Lo̍k-liâu,舊地名
,附錄,梘尾,Kíng-bué/Kíng-bé,舊地名
,附錄,傀儡關,Ka-lé-kuan,舊地名
,附錄,勞里散,Lô-lí-sán,舊地名
,附錄,圍仔內,Uî-á-lāi,舊地名
,附錄,富貴角,Hù-kuì-kak,舊地名
,附錄,嵌頭屋,Khàm-thâu-ok,舊地名
,附錄,援巢右,Uān-tsâu-iū,舊地名
,附錄,湳仔,Làm-á,舊地名
,附錄,港仔喙,Káng-á-tshuì,舊地名
,附錄,猴樹港,Kâu-tshiū-káng,舊地名
,附錄,番仔田,Huan-á-tshân,舊地名
,附錄,番仔挖,Huan-á-uat,舊地名
,附錄,番仔莊,Huan-á-tsng,舊地名
,附錄,番仔路,Huan-á-lōo,舊地名
,附錄,莿桐巷,Tshì-tông-hāng,舊地名
,附錄,蛤仔難,Kap-á-lān,舊地名
,附錄,象鼻湖,Tshiūnn-phīnn-ôo,舊地名
,附錄,噍吧哖,Ta-pa-nî,舊地名
,附錄,圓山仔,Înn-suann-á,舊地名
,附錄,塗庫莊,Thôo-khòo-tsng,舊地名
,附錄,媽宮,Má-king,舊地名
,附錄,媽祖田,Má-tsóo-tshân,舊地名
,附錄,搭里霧,Tā-lí-buh,舊地名
,附錄,新厝仔,Sin-tshù-á,舊地名
,附錄,新厝莊,Sin-tshù-tsng,舊地名
,附錄,新埤頭,Sin-pi-thâu,舊地名
,附錄,新港,Sin-káng,舊地名
,附錄,新港,Sin-káng,舊地名
,附錄,新港,Sin-káng,舊地名
,附錄,楠仔坑,Lâm-á-khenn,舊地名
,附錄,楊梅壢,Iûnn-muî-li̍k,舊地名
,附錄,溪州,Khe-tsiu,舊地名
,附錄,瑯嶠,Lông-kiau,舊地名
,附錄,罩蘭,Tà-lân,舊地名
,附錄,萬里橋,Bān-lí-kiô,舊地名
,附錄,葫蘆墩,Hôo-lôo-tun,舊地名
,附錄,衙門口,Gê-mn̂g-kháu,舊地名
,附錄,隘寮下,Ài-liâu-ē,舊地名
,附錄,旗後,Kî-āu,舊地名
,附錄,槓仔寮,Không-á-liâu,舊地名
,附錄,滬尾,Hōo-bué/Hōo-bé,舊地名
,附錄,漳和,Tsiang-hô,舊地名
,附錄,瑪鋉,Má-sok,舊地名
,附錄,網鞍,Bāng-uann,舊地名
,附錄,艋舺,Báng-kah,舊地名
,附錄,銅鑼灣,Tâng-lô-uan,舊地名
,附錄,潭仔墘,Thâm-á-kînn,舊地名
,附錄,澗仔壢,Kán-á-li̍k,舊地名
,附錄,諸羅山,Tsu-lô-san,舊地名
,附錄,噶瑪蘭,Kat-má-lán,舊地名
,附錄,橋仔頭,Kiô-á-thâu,舊地名
,附錄,樹杞林,Tshiū-kí-nâ,舊地名
,附錄,樹林口,Tshiū-nâ-kháu,舊地名
,附錄,璞石閣,Phok-si̍k-koh,舊地名
,附錄,興化廍,Hing-huà-phōo,舊地名
,附錄,蕃薯寮,Han-tsî-liâu/Han-tsû-liâu,舊地名
,附錄,蕭壟,Siau-lang,舊地名
,附錄,貓公,Bâ-kang,舊地名
,附錄,貓里,Bâ-lí,舊地名
,附錄,錫口,Sik-kháu,舊地名
,附錄,頭圍,Thâu-uî,舊地名
,附錄,龍目井,Lîng-ba̍k-tsínn,舊地名
,附錄,龜崙社,Ku-lun-siā,舊地名
,附錄,彌陀港,Bî-lô-káng,舊地名
,附錄,彌濃,Bî-long,舊地名
,附錄,螺陽,Lê-iâng,舊地名
,附錄,螺絲港,Lôo-si-káng,舊地名
,附錄,薰園,Hun-hn̂g,舊地名
,附錄,雙溪口,Siang-khe-kháu,舊地名
,附錄,雞籠,Ke-lâng/Kue-lâng,舊地名
,附錄,鯉魚尾,Lí-hî-bué/Lí-hî-bé,舊地名
,附錄,羅漢內門,Lô-hàn-lāi-bûn,舊地名
,附錄,關帝廟,Kuan-tè-biō,舊地名
,附錄,關帝廟街,Kuan-tè-biō-ke,舊地名
,附錄,寶斗,Pó-táu,舊地名
,附錄,寶桑莊,Pó-song-tsng,舊地名
,附錄,蘆竹厝,Lôo-tik-tshù,舊地名
,附錄,鹹埔,Kiâm-poo,舊地名
,附錄,鹹菜甕,Kiâm-tshài-àng,舊地名
,附錄,鶯歌石,Ing-ko-tsio̍h,舊地名
,附錄,靈潭陂,Lîng-thâm-pi,舊地名
,附錄,鷺洲,Lōo-tsiu,舊地名
,附錄,鹽埕埔,Iâm-tiânn-poo,舊地名
,附錄,灣里街,Uan-lí-ke/Uan-lí-kue,舊地名
,附錄,蠻蠻,Bân-bân,舊地名
,附錄,丁,Ting,"全部,二畫"
,附錄,九,Káu,"全部,二畫"
,附錄,人,Jîn/Lîn,"全部,二畫"
,附錄,刁,Tiau,"全部,二畫"
,附錄,卜,Poh,"全部,二畫"
,附錄,上官,Siōng-kuan,"全部,三畫"
,附錄,仇,Kiû,"全部,四畫"
,附錄,仇,Siû,"全部,四畫"
,附錄,元,Guân,"全部,四畫"
,附錄,公羊,Kong-iông,"全部,四畫"
,附錄,公孫,Kong-sun,"全部,四畫"
,附錄,孔,Khóng,"全部,四畫"
,附錄,尤,Iû,"全部,四畫"
,附錄,尹,Ún,"全部,四畫"
,附錄,巴,Pa,"全部,四畫"
,附錄,戈,Ko,"全部,四畫"
,附錄,戶,Hōo,"全部,四畫"
,附錄,文,Bûn,"全部,四畫"
,附錄,方,Png,"全部,四畫"
,附錄,毛,Môo,"全部,四畫"
,附錄,水,Tsuí,"全部,四畫"
,附錄,牛,Gû,"全部,四畫"
,附錄,王,Ông,"全部,四畫"
,附錄,丘,Khu,"全部,五畫"
,附錄,令狐,Lîng-hôo,"全部,五畫"
,附錄,包,Pau,"全部,五畫"
,附錄,古,Kóo,"全部,五畫"
,附錄,史,Sú,"全部,五畫"
,附錄,右,Iū,"全部,五畫"
,附錄,司,Su,"全部,五畫"
,附錄,司馬,Su-má,"全部,五畫"
,附錄,左,Tsó,"全部,五畫"
,附錄,玉,Gio̍k,"全部,五畫"
,附錄,甘,Kam,"全部,五畫"
,附錄,田,Tiân,"全部,五畫"
,附錄,申,Sin,"全部,五畫"
,附錄,白,Pe̍h,"全部,五畫"
,附錄,皮,Phuê/Phê,"全部,五畫"
,附錄,石,Tsio̍h,"全部,五畫"
,附錄,任,Jîm/Līm,"全部,六畫"
,附錄,伍,Ngóo,"全部,六畫"
,附錄,伏,Ho̍k,"全部,六畫"
,附錄,匡,Khong,"全部,六畫"
,附錄,吉,Kiat,"全部,六畫"
,附錄,安,An,"全部,六畫"
,附錄,年,Liân,"全部,六畫"
,附錄,成,Tshiânn,"全部,六畫"
,附錄,朱,Tsu,"全部,六畫"
,附錄,江,Kang,"全部,六畫"
,附錄,池,Tî,"全部,六畫"
,附錄,牟,Bôo,"全部,六畫"
,附錄,米,Bí,"全部,六畫"
,附錄,羊,Iûnn,"全部,六畫"
,附錄,何,Hô,"全部,七畫"
,附錄,佘,Siâ,"全部,七畫"
,附錄,余,Û,"全部,七畫"
,附錄,佟,Tông,"全部,七畫"
,附錄,冷,Líng,"全部,七畫"
,附錄,吳,Ngôo,"全部,七畫"
,附錄,呂,Lī/Lū,"全部,七畫"
,附錄,宋,Sòng,"全部,七畫"
,附錄,巫,Bû,"全部,七畫"
,附錄,李,Lí,"全部,七畫"
,附錄,杜,Tōo,"全部,七畫"
,附錄,步,Pōo,"全部,七畫"
,附錄,汪,Ong,"全部,七畫"
,附錄,沈,Sím,"全部,七畫"
,附錄,沙,Sua,"全部,七畫"
,附錄,狄,Ti̍k,"全部,七畫"
,附錄,谷,Kok,"全部,七畫"
,附錄,貝,Puè,"全部,七畫"
,附錄,辛,Sin,"全部,七畫"
,附錄,辰,Sîn,"全部,七畫"
,附錄,阮,Ńg,"全部,七畫"
,附錄,卓,Toh,"全部,八畫"
,附錄,周,Tsiu,"全部,八畫"
,附錄,孟,Bīng,"全部,八畫"
,附錄,季,Kuì,"全部,八畫"
,附錄,尚,Siōng,"全部,八畫"
,附錄,岳,Ga̍k,"全部,八畫"
,附錄,房,Pâng,"全部,八畫"
,附錄,服,Ho̍k,"全部,八畫"
,附錄,杭,Hâng,"全部,八畫"
,附錄,林,Lîm,"全部,八畫"
,附錄,果,Kó,"全部,八畫"
,附錄,東方,Tong-hong,"全部,八畫"
,附錄,武,Bú,"全部,八畫"
,附錄,狐,Hôo,"全部,八畫"
,附錄,竺,Tiok,"全部,八畫"
,附錄,花,Hua,"全部,八畫"
,附錄,虎,Hóo,"全部,八畫"
,附錄,邱,Khu,"全部,八畫"
,附錄,邵,Siō,"全部,八畫"
,附錄,金,Kim,"全部,八畫"
,附錄,侯,Hâu,"全部,九畫"
,附錄,俞,Jû/Lû,"全部,九畫"
,附錄,南,Lâm,"全部,九畫"
,附錄,南宮,Lâm-kiong,"全部,九畫"
,附錄,城,Siânn,"全部,九畫"
,附錄,姚,Iâu,"全部,九畫"
,附錄,姜,Khiong,"全部,九畫"
,附錄,宣,Suan,"全部,九畫"
,附錄,宦,Huān,"全部,九畫"
,附錄,封,Hong,"全部,九畫"
,附錄,施,Si,"全部,九畫"
,附錄,查,Tsa,"全部,九畫"
,附錄,柯,Kua,"全部,九畫"
,附錄,柳,Liú,"全部,九畫"
,附錄,段,Tuān,"全部,九畫"
,附錄,洪,Âng,"全部,九畫"
,附錄,皇,Hông,"全部,九畫"
,附錄,皇甫,Hông-hú,"全部,九畫"
,附錄,紀,Kí,"全部,九畫"
,附錄,紅,Hông,"全部,九畫"
,附錄,胡,Ôo,"全部,九畫"
,附錄,苗,Biâu,"全部,九畫"
,附錄,苻,Hû,"全部,九畫"
,附錄,范,Huān,"全部,九畫"
,附錄,范姜,Huān-Kiong,"全部,九畫"
,附錄,計,Kè,"全部,九畫"
,附錄,風,Hong,"全部,九畫"
,附錄,倪,Gê,"全部,十畫"
,附錄,凌,Lîng,"全部,十畫"
,附錄,原,Guân,"全部,十畫"
,附錄,唐,Tn̂g,"全部,十畫"
,附錄,夏,Hē,"全部,十畫"
,附錄,奚,Hê,"全部,十畫"
,附錄,姬,Ki,"全部,十畫"
,附錄,夏侯,Hā-hôo,"全部,十畫"
,附錄,孫,Sun,"全部,十畫"
,附錄,展,Tián,"全部,十畫"
,附錄,徐,Tshî,"全部,十畫"
,附錄,晁,Tiâu,"全部,十畫"
,附錄,晉,Tsìn,"全部,十畫"
,附錄,晏,Àn,"全部,十畫"
,附錄,柴,Tshâ,"全部,十畫"
,附錄,桂,Kuì,"全部,十畫"
,附錄,桑,Song,"全部,十畫"
,附錄,殷,Un,"全部,十畫"
,附錄,海,Hái,"全部,十畫"
,附錄,涂,Thôo,"全部,十畫"
,附錄,烏,Oo,"全部,十畫"
,附錄,祝,Tsiok,"全部,十畫"
,附錄,秦,Tsîn,"全部,十畫"
,附錄,翁,Ang,"全部,十畫"
,附錄,耿,Kíng,"全部,十畫"
,附錄,荀,Sûn,"全部,十畫"
,附錄,袁,Uân,"全部,十畫"
,附錄,郝,Hok,"全部,十畫"
,附錄,馬,Má,"全部,十畫"
,附錄,高,Ko,"全部,十畫"
,附錄,區,Oo,"全部,十一畫"
,附錄,商,Siong,"全部,十一畫"
,附錄,國,Kok,"全部,十一畫"
,附錄,婁,Lôo,"全部,十一畫"
,附錄,寇,Khòo,"全部,十一畫"
,附錄,尉遲,Ut-tî,"全部,十一畫"
,附錄,屠,Tôo,"全部,十一畫"
,附錄,崔,Tshui,"全部,十一畫"
,附錄,常,Siông,"全部,十一畫"
,附錄,康,Khng,"全部,十一畫"
,附錄,庾,Jú/Lú,"全部,十一畫"
,附錄,張,Tiunn,"全部,十一畫"
,附錄,張李,Tiunn-Lí,"全部,十一畫"
,附錄,張許,Tiunn-Khóo,"全部,十一畫"
,附錄,張廖,Tiunn-Liāu,"全部,十一畫"
,附錄,張簡,Tiunn-Kán,"全部,十一畫"
,附錄,戚,Tshik,"全部,十一畫"
,附錄,扈,Hōo,"全部,十一畫"
,附錄,曹,Tsô,"全部,十一畫"
,附錄,梁,Niû,"全部,十一畫"
,附錄,梅,Muî,"全部,十一畫"
,附錄,畢,Pit,"全部,十一畫"
,附錄,盛,Sīng,"全部,十一畫"
,附錄,章,Tsiunn,"全部,十一畫"
,附錄,符,Hû,"全部,十一畫"
,附錄,莊,Tsng,"全部,十一畫"
,附錄,莫,Bo̍h,"全部,十一畫"
,附錄,許,Khóo,"全部,十一畫"
,附錄,逢,Hông,"全部,十一畫"
,附錄,連,Liân,"全部,十一畫"
,附錄,郭,Kueh/Keh,"全部,十一畫"
,附錄,陳,Tân,"全部,十一畫"
,附錄,陶,Tô,"全部,十一畫"
,附錄,陸,Lio̍k,"全部,十一畫"
,附錄,陳廖,Tân-Liāu,"全部,十一畫"
,附錄,魚,Hî,"全部,十一畫"
,附錄,鹿,Lo̍k,"全部,十一畫"
,附錄,麥,Be̍h,"全部,十一畫"
,附錄,傅,Pòo,"全部,十二畫"
,附錄,喬,Kiâu,"全部,十二畫"
,附錄,彭,Phênn/Phînn,"全部,十二畫"
,附錄,智,Tì,"全部,十二畫"
,附錄,曾,Tsan,"全部,十二畫"
,附錄,游,Iû,"全部,十二畫"
,附錄,湯,Thng,"全部,十二畫"
,附錄,焦,Ta,"全部,十二畫"
,附錄,程,Thiânn,"全部,十二畫"
,附錄,童,Tâng,"全部,十二畫"
,附錄,華,Huà,"全部,十二畫"
,附錄,費,Huì,"全部,十二畫"
,附錄,賀,Hō,"全部,十二畫"
,附錄,辜,Koo,"全部,十二畫"
,附錄,閔,Bín,"全部,十二畫"
,附錄,陽,Iûnn,"全部,十二畫"
,附錄,項,Hāng,"全部,十二畫"
,附錄,馮,Pâng,"全部,十二畫"
,附錄,黃,N̂g,"全部,十二畫"
,附錄,楊,Iûnn,"全部,十三畫"
,附錄,楚,Tshóo,"全部,十三畫"
,附錄,溫,Un,"全部,十三畫"
,附錄,萬,Bān,"全部,十三畫"
,附錄,葉,Ia̍p,"全部,十三畫"
,附錄,葛,Kat,"全部,十三畫"
,附錄,董,Táng,"全部,十三畫"
,附錄,虞,Gû,"全部,十三畫"
,附錄,詹,Tsiam,"全部,十三畫"
,附錄,路,Lōo,"全部,十三畫"
,附錄,鄒,Tsau,"全部,十三畫"
,附錄,鄔,Oo,"全部,十三畫"
,附錄,雷,Luî,"全部,十三畫"
,附錄,靳,Kìn,"全部,十三畫"
,附錄,廖,Liāu,"全部,十四畫"
,附錄,熊,Hîm,"全部,十四畫"
,附錄,甄,Tsin,"全部,十四畫"
,附錄,端木,Tuan-bo̍k,"全部,十四畫"
,附錄,翟,Ti̍k,"全部,十四畫"
,附錄,聞,Bûn,"全部,十四畫"
,附錄,臧,Tsong,"全部,十四畫"
,附錄,裴,Puê,"全部,十四畫"
,附錄,褚,Thú,"全部,十四畫"
,附錄,趙,Tiō,"全部,十四畫"
,附錄,劉,Lâu,"全部,十五畫"
,附錄,厲,Lē,"全部,十五畫"
,附錄,慕容,Bōo-iông,"全部,十五畫"
,附錄,樂,Ga̍k,"全部,十五畫"
,附錄,樊,Huân,"全部,十五畫"
,附錄,樓,Lâu,"全部,十五畫"
,附錄,歐,Au,"全部,十五畫"
,附錄,潘,Phuann,"全部,十五畫"
,附錄,歐陽,Au-iông,"全部,十五畫"
,附錄,練,Liān,"全部,十五畫"
,附錄,蔡,Tshuà,"全部,十五畫"
,附錄,蔣,Tsiúnn,"全部,十五畫"
,附錄,衛,Uē,"全部,十五畫"
,附錄,諸葛,Tsu-kat,"全部,十五畫"
,附錄,鄧,Tīng,"全部,十五畫"
,附錄,鄭,Tēnn/Tīnn,"全部,十五畫"
,附錄,魯,Lóo,"全部,十五畫"
,附錄,黎,Lê,"全部,十五畫"
,附錄,燕,Ian,"全部,十六畫"
,附錄,盧,Lôo,"全部,十六畫"
,附錄,穆,Bo̍k,"全部,十六畫"
,附錄,蕭,Siau,"全部,十六畫"
,附錄,賴,Luā,"全部,十六畫"
,附錄,遲,Tî,"全部,十六畫"
,附錄,錢,Tsînn,"全部,十六畫"
,附錄,閻,Giâm,"全部,十六畫"
,附錄,霍,Hok,"全部,十六畫"
,附錄,駱,Lo̍h,"全部,十六畫"
,附錄,鮑,Pāu,"全部,十六畫"
,附錄,龍,Lîng,"全部,十六畫"
,附錄,嶽,Ga̍k,"全部,十七畫"
,附錄,應,Ing,"全部,十七畫"
,附錄,戴,Tè,"全部,十七畫"
,附錄,薄,Po̍k,"全部,十七畫"
,附錄,薛,Sih,"全部,十七畫"
