義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
,滇流,漲潮。地球上的海洋表面受到太陽和月球的引力（潮汐力）作用引起的海水面上升的現象。,,退流,退潮。
,頭幫車,首班車。當天開出的第一班車。,,尾幫車,末班車。當天開出的最後一班車。
,轉來去,回家。,,出外,離家遠行到外地去。
,轉來去,回家。,,出門,離家外出。
,這號,這一個、這種。,,彼个,那個。
,這號,這一個、這種。,,彼款,那樣。
,這號,這一個、這種。,,彼號,那種。
,合仔趁,本錢等於毛利的生意。未計算營運成本，毛利殖入率為50%的生意。,,末趁,低獲利。扣除營運成本後的純益很少。
,末趁,低獲利。扣除營運成本後的純益很少。,,大趁錢,發大財、賺大錢。常用來說好話祝福人發大財、賺大錢。
,末趁,低獲利。扣除營運成本後的純益很少。,,合仔趁,本錢等於毛利的生意。未計算營運成本，毛利殖入率為50%的生意。
,平棒,公正持平。,,大細心,偏心。指人故意偏袒一方，對某一方存私心。
,平棒,公正持平。,,偏心,偏袒。袒護一方，對某一方存私心。
,四伨,平衡、平均。,,重敧爿,指不平衡、輕重不一或不公平。
,四伨,平衡、平均。,,重頭輕,一邊重，一邊輕，指兩頭的重量不平均。
,擋恬,停下來。,,起行,啟程、出發。
,擋恬,停下來。,,起程,出發、啟程。
,躼跤蠓,高個子。稱身材高的人。,,矮仔冬瓜,矮冬瓜。對矮小的人的謔稱。
,暗摸摸,形容光線不明亮、陰暗漆黑的樣子。,,光映映,形容非常光亮的樣子。
,巧氣,聰穎、靈巧。,,頇顢,形容人愚笨、遲鈍、笨拙、沒有才能。
,巧氣,聰穎、靈巧。,,歁歁,呆呆笨笨的。
,巧氣,聰穎、靈巧。,,戇呆,愚蠢、愚笨。
,巧氣,聰穎、靈巧。,,戇戇,呆傻、呆滯。發愣的樣子。
,成樣,形容人經訓練或材料經處理之後成某規格之才能或樣貌。,,毋成人,不肖之徒。罵人不像樣。
,成樣,形容人經訓練或材料經處理之後成某規格之才能或樣貌。,,毋成樣,不像話、不像樣。
,成樣,形容人經訓練或材料經處理之後成某規格之才能或樣貌。,,毋是款,不像話。不懂禮教，多指吃東西的習慣或行為不好。
,成樣,形容人經訓練或材料經處理之後成某規格之才能或樣貌。,,無臭無潲,責人不像樣。罵人的粗鄙用語。
,勇壯,身體強壯。,,荏身,身體虛弱。
,勇壯,身體強壯。,,軟弱,體質虛弱沒力氣。
,勇壯,身體強壯。,,虛荏,身體虛弱。
,健欉,指以棵做單位的樹木、花果、蔬菜等植物長得枝繁葉茂。,,焦蔫,植物因缺少水分或營養而枯萎。
,健欉,指以棵做單位的樹木、花果、蔬菜等植物長得枝繁葉茂。,,枯焦,枯乾。
,業命,勞碌命。,,食命,靠命運好而坐享清福。
,業命,勞碌命。,,好命,命好。即指人的出身好或際遇好。
,孤毛,孤獨、孤僻、不喜歡與他人分享。,,慷交,慷慨好客，交遊廣闊。
,在室男,處男。尚未結婚的男性。,,在室女,處女、閨女。未出嫁的女子。
,變撚,懂得變通，找到新方法解決問題。,,死板,古板、刻板。僵化不知變通。
,變撚,懂得變通，找到新方法解決問題。,,固執,形容堅持自己的意見，不肯變通。
,變撚,懂得變通，找到新方法解決問題。,,變無魍,搞不出花樣。
,規山坪,滿山遍野。,,無半絲,全無。一點兒也沒有，是加重語氣的用法。
,規山坪,滿山遍野。,,無半項,一樣東西都沒有。引申指人一無所知、一無是處、無能的樣子。
,規山坪,比喻到處都是。,,無半絲,全無。一點兒也沒有，是加重語氣的用法。
,規山坪,比喻到處都是。,,無半項,一樣東西都沒有。引申指人一無所知、一無是處、無能的樣子。
,光映映,形容非常光亮的樣子。,,烏趖趖,烏黑。形容很黑。
,光映映,形容非常光亮的樣子。,,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。
,光映映,形容非常光亮的樣子。,,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。
,光映映,形容非常光亮的樣子。,,暗趖趖,黑漆漆。形容漆黑一片。
,光映映,形容非常光亮的樣子。,,暗摸摸,形容光線不明亮、陰暗漆黑的樣子。
,光映映,形容非常光亮的樣子。,,暗殕,灰暗無光的。
,光炎炎,形容光亮耀眼、輝煌奪目的樣子。,,烏趖趖,烏黑。形容很黑。
,光炎炎,形容光亮耀眼、輝煌奪目的樣子。,,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。
,光炎炎,形容光亮耀眼、輝煌奪目的樣子。,,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。
,光炎炎,形容光亮耀眼、輝煌奪目的樣子。,,暗趖趖,黑漆漆。形容漆黑一片。
,光炎炎,形容光亮耀眼、輝煌奪目的樣子。,,暗殕,灰暗無光的。
,熱翕翕,非常悶熱。,,透心涼,由嘴、咽喉一直涼到心脾，形容涼極了。
,合味,對味。形容食物的味道搭配得恰到好處，合於飲食者喜好。,,扴味,因為摻合不同食材，造成味道彼此不相合。
,合味,合於飲食者所習慣或喜歡的味道。,,扴味,因為摻合不同食材，造成味道彼此不相合。
,無價,價錢不符預期、沒有利潤，多用在動詞之後做為補語。,,好價,好價格。
,無價,無價、珍貴、價值連城。,,俗,便宜。
,燒燙燙,溫度很高會燙人。,,冷吱吱,冷冰冰。形容非常冷。
,烏寒,陰天又寒冷的。,,大熱,酷暑。極炎熱的天氣。
,烏寒,陰天又寒冷的。,,溫暖,暖和。
,烏寒,陰天又寒冷的。,,燒烙,溫暖、暖和。
,烏寒,陰天又寒冷的。,,燒熱,極為炎熱的。
,千拄千,無巧不成書，準確的有點異常。,,毋拄好,搞不好、不湊巧。
,千拄千,無巧不成書，準確的有點異常。,,無拄好,不巧。
,山尖,山嶺的頂點。,,山跤,山腳。山下靠近平地的部分。
,白死殺,形容人的臉色蒼白，沒有血色。,,紅牙,紅潤。豐滿而帶有紅色的光澤。本詞目常重疊使用。
,白死殺,形容人的臉色蒼白，沒有血色。,,紅膏赤蠘,臉色紅潤，形容身體健康。
,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。,,大方,慷慨不小氣。
,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。,,大範,一個人的舉止十分大方、自然，不受拘束。
,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。,,冇手,大方、慷慨。
,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。,,慷慨,大方而不吝嗇。
,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。,,大出手,出手大方、大手筆。
,倒匼,向下覆蓋著。,,坦笑,面朝上。
,烏汁汁,又黑又髒。,,白蔥蔥,形容非常潔白。
,烏汁汁,又黑又髒。,,白鑠鑠,白晃晃。形容很白的樣子。
,欲死,表示對某事嫌惡不滿。,,快活,愉快、舒服。
,欲死,表示對某事嫌惡不滿。,,爽快,開心、愉快、心情好。
,圓棍棍,身材胖胖的樣子。,,瘦卑巴,瘦巴巴、瘦骨如柴。
,勇跤,強壯有力。,,荏身,身體虛弱。
,勇跤,強壯有力。,,軟弱,體質虛弱沒力氣。
,勇跤,強壯有力。,,荏身命,天生體質虛弱，容易生病。
,勇跤,財務健全者。,,半病仔,喻指不中用、無能的人。
,當初時,當初、那時候。,,今,此時、現在。
,當初時,當初、那時候。,,到今,及今、如今、至今。到如今。
,當初時,當初、那時候。,,現此時,現在、目前。
,當初時,當初、那時候。,,這站,這陣子、現在。說話當時的前後一段時間或一個節點。
,當初時,當初、那時候。,,這陣,現在。當下這個時刻。
,當初時,當初、那時候。,,這馬,現在。
,起去,以前，時間回溯到過去、過往。,,以後,日後、以後、爾後 。指晚於某一段時間之後的時間。
,起去,以前，時間回溯到過去、過往。,,落來,在什麼以下，其次。
,起去,以上。,,落來,在什麼以下，其次。
,小盤,零售商。將貨品零星出售給消費者的商人。,,大賣,批發的生意，指成批買賣商品。
,有親,極重視親屬關係，常用於熱切邀請親友來做客的語境。,,生份,陌生。沒見過的、不認識的或不熟悉的。
,有親,極重視親屬關係，常用於熱切邀請親友來做客的語境。,,生疏,陌生、不熟悉。
,烏昏,面色陰沉。通常用來形容人不苟言笑，嚴肅而不易親近。,,好笑神,形容人神態愉悅，經常面帶笑容。
,雞喙變鴨喙,尖利的雞嘴變成扁平的鴨嘴。喻一個人起初能言善辯，後因證據出現自知理虧，變得啞口無言。,,死諍,強辯。沒理硬要說成有理。
,心適興,好玩的、有趣的、產生興趣的、引發興味的。,,無局,無聊、乏味。
,割引,按售價減除幾成賣出。,,起價,漲價。物價上揚。
,大晡日,出大太陽的好天氣。,,歹天,惡劣的天氣。
,大晡日,出大太陽的好天氣。,,雨來天,雨天、下雨天。
,大晡日,出大太陽的好天氣。,,落雨天,雨天。
,笑色,淺色。,,暗色,較濃或深沉的顏色。
,仿仔,贗品、仿冒品。仿製的東西。,,正港,指正宗道地的，非冒名的。
,仿仔,贗品、仿冒品。仿製的東西。,,正範,真品、真貨。也指正牌，正規，名副其實的身份。
,淺現,淺顯、淺而易見。,,深,困難。
,慢手,慢吞吞、動作遲緩。,,扭掠,形容手腳快、動作敏捷。
,慢手,慢吞吞、動作遲緩。,,敏捷,反應迅速快捷。
,慢手,慢吞吞、動作遲緩。,,緊手,快手。形容人手腳俐落，做事敏捷。
,慢手,慢吞吞、動作遲緩。,,猛掠,（動作）敏捷。
,慢手,慢吞吞、動作遲緩。,,緊跤緊手,快手快腳。指做事情動作敏捷快速。
,素料,泛指素食食物。,,臊菜,葷菜。泛指肉類或含有辛辣刺激味道的食品、青菜如蔥、蒜、韭菜等。
,掂篤,沉重。東西拿在手中感覺沉甸甸的。,,輕兩想,輕得不得了。
,掂篤,沉重。東西拿在手中感覺沉甸甸的。,,輕蠓蠓,形容非常的輕。
,細漢的,小弟、手下或供人差遣的人。通常用來稱呼團體中位階較低者。,,大的,老大、大哥，對團體領導者的敬稱，通常用於下對上的稱呼語。
,挐頭,小孩子無理取鬧的樣子。,,乖,形容懂事、順從。
,挐頭,小孩子無理取鬧的樣子。,,乖巧,形容人聰明伶俐，討人喜歡。
,挐頭,小孩子無理取鬧的樣子。,,溫馴,溫順、溫和。溫和馴良、平和不粗野。
,無時無陣,不定時。無固定的時間。,,有時有陣,定時、有時間性。
,璇石喙,能言善道。,,大舌,口吃。講話結結巴巴、不清不楚。
,熱底,一般指體質偏熱的人。,,冷底,指體質虛寒。
,嗤噌,指鼻子強力吸氣、呼氣，發出聲音。後引申為吭聲。,,恬恬,安靜無聲。
,嗤噌,指鼻子強力吸氣、呼氣，發出聲音。後引申為吭聲。,,噷噷,悶不作聲、不吭聲。
,慢分,誤點。通常指班機、班車遲到。,,準時,按照規定的時間。
,致心,盡心盡力、專心致志。,,外外,漠不關心、置身事外。
,致心,盡心盡力、專心致志。,,放放,散漫、馬虎。草率不認真。
,致心,盡心盡力、專心致志。,,激外外,置身事外。裝出一副事不關己的樣子。
,內家,婆家。指女人出嫁後，丈夫的父母家。,,外家,娘家。女子出嫁後，稱自己父母的家。
,內家,婆家。指女人出嫁後，丈夫的父母家。,,後頭,娘家。
,內家,婆家。指女人出嫁後，丈夫的父母家。,,後頭厝,娘家。女性出嫁後對親生父母家的稱呼，以用來和婆家作區別。
,無底,指家世背景、財富地位或學識技能缺乏根柢。亦即本質實力基礎薄弱。,,有底,指有基礎或者有祖產等。
,無底,心裡對某件事情沒有把握。,,有底,心裡對某件事情非常熟悉而且有把握。
,無底,沒有實際作用、不牢靠。,,有底,牢靠。
,現交關,現金交易。,,賒數,賒帳。商業交易時先取得商品，日後再付款。
,饒裕,富裕、豐裕。錢財或物資充裕。,,清寒,清貧、貧寒。
,饒裕,富裕、豐裕。錢財或物資充裕。,,散赤,貧窮、窮困。缺乏錢財，生活拮据困乏。
,饒裕,富裕、豐裕。錢財或物資充裕。,,缺欠,不足、不夠、匱乏、窮乏。
,厚味,形容東西的味道又濃又重。,,白汫無味,指食物味道淡，沒什麼滋味。
,厚味,形容東西的味道又濃又重。,,汫,味道淡、不鹹。
,卜面,指望；勝算。,,輸面,輸局。會輸的成分、局面。
,輕兩想,輕得不得了。,,掂篤,沉重。東西拿在手中感覺沉甸甸的。
,會和,划算。,,袂和,划不來、不划算。
,會和,划算。,,算袂和,划不來。不合算、不值得。
,押尾手,最後。,,做前,領頭、帶領。
,懊嘟面,表情嚴肅，略帶怒氣且沒有笑容的臭臉。,,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
,喜事,婚嫁或一切值得慶賀的事。,,喪事,人死後的殮葬、哀祭等事宜。
,花哩囉,形容色彩繁多而雜亂。,,素色,白色、素色、淡雅的顏色。
,花彔彔,顏色、花樣多而雜亂。,,素色,白色、素色、淡雅的顏色。
,輕蠓蠓,形容非常的輕。,,掂篤,沉重。東西拿在手中感覺沉甸甸的。
,輕蠓蠓,形容非常的輕。,,重篤篤,非常重。
,走斜,歪斜不正。,,四正,四方端正、不偏不倚。
,押尾,殿後、押後。,,做前,領頭、帶領。
,押尾,最後。,,進前,之前。
,押尾,最後。,,頭起先,起初、剛開始。
,壓落底,壓制使順從、壓制使屈服。,,反抗,心中不服而予以抗拒。
,壓落底,壓制使順從、壓制使屈服。,,抵抗,抗拒、反抗。
,慢鈍,遲鈍、慢吞吞。,,扭掠,形容手腳快、動作敏捷。
,慢鈍,遲鈍、慢吞吞。,,敏捷,反應迅速快捷。
,慢鈍,遲鈍、慢吞吞。,,緊手,快手。形容人手腳俐落，做事敏捷。
,慢鈍,遲鈍、慢吞吞。,,猛掠,（動作）敏捷。
,慢鈍,遲鈍、慢吞吞。,,緊跤緊手,快手快腳。指做事情動作敏捷快速。
